dateTime,passengersNumber,line,lineType
2021-09-24,9458.0,18,daily
2021-11-14,3921.0,18,daily
2021-12-30,8689.0,18,daily
2022-03-11,10001.0,18,daily
2022-04-15,5462.0,18,daily
2022-05-24,9359.0,18,daily
2022-07-24,7344.0,18,daily
2022-08-10,9397.0,18,daily
2022-10-08,8072.0,18,daily
2022-11-05,8818.0,18,daily
2022-12-16,11156.0,18,daily
2022-03-08,9674.0,18,daily
2022-04-09,7850.0,18,daily
2022-05-19,9755.0,18,daily
2022-09-07,9638.0,18,daily
2022-11-03,10318.0,18,daily
2023-01-08,4432.0,18,daily
2021-04-09,7511.0,18,daily
2021-05-11,8409.0,18,daily
2021-05-27,9029.0,18,daily
2021-07-04,5164.0,18,daily
2021-09-04,7921.0,18,daily
2022-09-02,9111.0,18,daily
2022-09-29,9952.0,18,daily
2022-11-01,5929.0,18,daily
2022-12-09,10146.0,18,daily
2023-02-21,10443.0,18,daily
2023-02-24,11170.0,18,daily
2021-04-05,5255.0,18,daily
2021-06-30,8630.0,18,daily
2021-08-29,5727.0,18,daily
2021-12-02,9637.0,18,daily
2022-01-15,7169.0,18,daily
2022-12-15,10866.0,18,daily
2023-02-01,10588.0,18,daily
2021-04-12,8413.0,18,daily
2021-06-02,9114.0,18,daily
2021-07-23,7870.0,18,daily
2021-09-26,5510.0,18,daily
2021-10-15,9805.0,18,daily
2021-11-20,7703.0,18,daily
2021-12-13,9930.0,18,daily
2021-12-24,6832.0,18,daily
2022-01-02,5057.0,18,daily
2022-01-11,9106.0,18,daily
2022-01-28,9249.0,18,daily
2022-02-01,9203.0,18,daily
2022-02-03,9258.0,18,daily
2022-02-09,9712.0,18,daily
2022-02-17,9512.0,18,daily
2022-02-20,4385.0,18,daily
2022-03-10,9907.0,18,daily
2022-03-12,8949.0,18,daily
2022-03-25,10324.0,18,daily
2022-03-26,8611.0,18,daily
2022-03-31,10031.0,18,daily
2022-04-06,9737.0,18,daily
2022-04-10,6999.0,18,daily
2022-04-12,8801.0,18,daily
2022-04-13,8317.0,18,daily
2022-04-23,7032.0,18,daily
2022-05-10,9985.0,18,daily
2022-05-28,9814.0,18,daily
2022-06-05,5846.0,18,daily
2022-06-19,6735.0,18,daily
2022-06-22,8765.0,18,daily
2022-07-12,10698.0,18,daily
2022-07-31,6087.0,18,daily
2022-08-12,9020.0,18,daily
2022-08-16,10210.0,18,daily
2022-09-01,9336.0,18,daily
2021-07-05,9958.0,18,daily
2021-07-08,8572.0,18,daily
2021-07-09,9493.0,18,daily
2021-07-10,7927.0,18,daily
2021-07-12,8132.0,18,daily
2021-07-20,9364.0,18,daily
2021-07-27,8374.0,18,daily
2021-08-09,8505.0,18,daily
2021-08-17,7031.0,18,daily
2021-08-24,8399.0,18,daily
2021-08-25,7985.0,18,daily
2021-08-26,8812.0,18,daily
2021-09-01,8045.0,18,daily
2021-09-03,8279.0,18,daily
2021-09-12,6170.0,18,daily
2021-09-13,9218.0,18,daily
2021-09-25,7670.0,18,daily
2021-09-29,9251.0,18,daily
2021-11-10,9637.0,18,daily
2022-01-04,7737.0,18,daily
2022-01-27,9080.0,18,daily
2022-02-16,9455.0,18,daily
2022-02-24,9826.0,18,daily
2022-04-11,8580.0,18,daily
2022-05-21,8491.0,18,daily
2022-06-24,9448.0,18,daily
2022-08-07,6824.0,18,daily
2022-09-26,9793.0,18,daily
2022-11-18,10441.0,18,daily
2022-01-19,9478.0,18,daily
2022-02-23,9696.0,18,daily
2022-04-14,5510.0,18,daily
2022-06-17,10891.0,18,daily
2022-07-20,9949.0,18,daily
2022-11-22,9702.0,18,daily
2023-01-12,10585.0,18,daily
2023-01-18,10618.0,18,daily
2023-02-20,9405.0,18,daily
2021-05-22,6243.0,18,daily
2022-07-19,10054.0,18,daily
2022-08-30,9215.0,18,daily
2022-10-30,5774.0,18,daily
2023-01-15,4801.0,18,daily
2021-10-30,7534.0,18,daily
2021-12-12,5699.0,18,daily
2022-03-22,9415.0,18,daily
2022-06-11,7876.0,18,daily
2022-07-28,9925.0,18,daily
2022-09-20,10444.0,18,daily
2022-11-09,9889.0,18,daily
2021-12-26,5493.0,18,daily
2022-02-15,9331.0,18,daily
2022-04-07,10178.0,18,daily
2022-05-18,9889.0,18,daily
2022-07-04,8611.0,18,daily
2023-01-01,4866.0,18,daily
2023-02-16,11175.0,18,daily
2021-05-02,4866.0,18,daily
2022-07-21,10395.0,18,daily
2022-09-04,7276.0,18,daily
2022-11-26,9000.0,18,daily
2023-01-20,9964.0,18,daily
2021-09-30,10077.0,18,daily
2021-11-24,9364.0,18,daily
2022-04-24,4852.0,18,daily
2022-05-25,9731.0,18,daily
2022-07-06,9041.0,18,daily
2022-08-19,11457.0,18,daily
2022-10-01,8359.0,18,daily
2022-11-19,7258.0,18,daily
2022-01-20,4903.0,18,daily
2022-02-25,9952.0,18,daily
2022-04-17,5159.0,18,daily
2022-06-26,5400.0,18,daily
2022-07-26,9368.0,18,daily
2022-12-10,8661.0,18,daily
2023-01-29,4741.0,18,daily
2021-04-01,5761.0,18,daily
2021-05-23,4902.0,18,daily
2021-06-04,8744.0,18,daily
2022-07-11,10361.0,18,daily
2022-08-20,10803.0,18,daily
2022-09-30,10924.0,18,daily
2022-12-05,10643.0,18,daily
2023-01-02,9203.0,18,daily
2021-03-31,9033.0,18,daily
2021-11-08,9467.0,18,daily
2021-12-31,6435.0,18,daily
2022-03-27,5732.0,18,daily
2022-05-01,5355.0,18,daily
2022-06-18,7949.0,18,daily
2022-08-03,9080.0,18,daily
2022-09-23,10298.0,18,daily
2022-11-10,10304.0,18,daily
2021-12-29,8379.0,18,daily
2022-02-19,7748.0,18,daily
2022-04-08,9735.0,18,daily
2022-05-22,5547.0,18,daily
2022-07-14,10636.0,18,daily
2022-11-15,9853.0,18,daily
2023-01-04,10405.0,18,daily
2023-02-19,6734.0,18,daily
2021-05-15,6237.0,18,daily
2021-06-01,8585.0,18,daily
2021-06-26,7365.0,18,daily
2022-08-14,9370.0,18,daily
2022-09-16,10680.0,18,daily
2022-12-02,11939.0,18,daily
2022-12-30,9991.0,18,daily
2023-02-04,9115.0,18,daily
2022-06-02,9999.0,18,daily
2022-07-18,9158.0,18,daily
2022-08-28,6660.0,18,daily
2022-10-27,10311.0,18,daily
2021-12-25,4034.0,18,daily
2022-02-12,7725.0,18,daily
2022-03-20,5341.0,18,daily
2022-04-19,7571.0,18,daily
2022-07-03,5119.0,18,daily
2022-10-09,6156.0,18,daily
2022-10-15,8568.0,18,daily
2022-10-24,10195.0,18,daily
2022-10-28,10569.0,18,daily
2022-12-28,9990.0,18,daily
2023-02-15,10848.0,18,daily
2021-04-26,8257.0,18,daily
2021-05-30,5109.0,18,daily
2021-05-31,9154.0,18,daily
2022-08-04,8792.0,18,daily
2022-09-14,10347.0,18,daily
2022-11-27,5056.0,18,daily
2022-12-17,9778.0,18,daily
2023-01-24,10047.0,18,daily
2022-05-27,10348.0,18,daily
2022-07-07,9220.0,18,daily
2022-08-22,7732.0,18,daily
2022-10-06,10315.0,18,daily
2021-12-05,4686.0,18,daily
2022-02-07,9311.0,18,daily
2022-03-01,9294.0,18,daily
2022-04-18,4998.0,18,daily
2022-07-02,8409.0,18,daily
2022-08-11,8760.0,18,daily
2022-12-23,10766.0,18,daily
2023-02-05,5641.0,18,daily
2021-04-20,8105.0,18,daily
2021-05-26,8886.0,18,daily
2021-06-15,9340.0,18,daily
2022-07-16,9230.0,18,daily
2022-08-23,8520.0,18,daily
2022-10-21,10339.0,18,daily
2023-01-10,10551.0,18,daily
2021-04-27,8225.0,18,daily
2021-05-21,8622.0,18,daily
2021-05-28,9012.0,18,daily
2021-06-03,9135.0,18,daily
2021-06-08,9201.0,18,daily
2021-06-09,8695.0,18,daily
2021-06-11,9229.0,18,daily
2021-06-13,6845.0,18,daily
2021-06-23,8093.0,18,daily
2021-06-25,8746.0,18,daily
2021-07-14,8502.0,18,daily
2021-08-27,8282.0,18,daily
2021-07-16,8929.0,18,daily
2021-07-18,5664.0,18,daily
2021-09-21,9485.0,18,daily
2021-09-11,7938.0,18,daily
2021-11-06,7819.0,18,daily
2021-04-28,8167.0,18,daily
2021-05-14,8949.0,18,daily
2021-07-17,7725.0,18,daily
2021-08-19,7198.0,18,daily
2021-10-13,9167.0,18,daily
2021-11-17,9404.0,18,daily
2021-11-25,9267.0,18,daily
2021-11-28,3654.0,18,daily
2021-12-03,9963.0,18,daily
2021-04-19,8137.0,18,daily
2021-05-09,4132.0,18,daily
2021-05-17,8630.0,18,daily
2021-05-20,9038.0,18,daily
2021-07-22,8413.0,18,daily
2021-08-22,5059.0,18,daily
2021-10-17,4826.0,18,daily
2021-11-22,9202.0,18,daily
2021-06-12,7559.0,18,daily
2021-08-04,7856.0,18,daily
2021-09-28,9232.0,18,daily
2021-10-31,6338.0,18,daily
2021-12-01,9826.0,18,daily
2021-09-20,9202.0,18,daily
2021-05-13,8705.0,18,daily
2021-07-25,5198.0,18,daily
2021-08-23,7735.0,18,daily
2021-10-23,7613.0,18,daily
2021-11-26,10136.0,18,daily
2021-07-26,8564.0,18,daily
2021-07-28,8111.0,18,daily
2021-07-31,4374.0,18,daily
2021-08-01,5172.0,18,daily
2021-08-03,8189.0,18,daily
2021-08-11,7874.0,18,daily
2021-08-16,7440.0,18,daily
2021-09-23,9413.0,18,daily
2021-10-01,9570.0,18,daily
2021-10-03,3859.0,18,daily
2021-10-10,5477.0,18,daily
2021-10-18,9269.0,18,daily
2021-10-21,9507.0,18,daily
2021-11-01,5106.0,18,daily
2021-04-25,4317.0,18,daily
2021-06-21,7759.0,18,daily
2021-08-06,7945.0,18,daily
2021-10-09,7656.0,18,daily
2021-11-12,9555.0,18,daily
2022-01-05,8699.0,18,daily
2022-06-09,10033.0,18,daily
2022-06-12,5194.0,18,daily
2022-06-20,9413.0,18,daily
2022-06-25,6490.0,18,daily
2022-06-28,9440.0,18,daily
2022-07-09,8849.0,18,daily
2022-05-16,9683.0,18,daily
2021-11-05,9971.0,18,daily
2021-06-19,6916.0,18,daily
2021-08-05,9144.0,18,daily
2021-10-05,9474.0,18,daily
2021-11-11,9714.0,18,daily
2021-12-11,6939.0,18,daily
2022-01-07,8166.0,18,daily
2022-01-08,6832.0,18,daily
2022-01-21,8211.0,18,daily
2022-01-26,9093.0,18,daily
2022-01-29,7541.0,18,daily
2022-01-31,9152.0,18,daily
2022-02-10,9556.0,18,daily
2022-02-14,9501.0,18,daily
2022-02-22,9653.0,18,daily
2022-02-27,6443.0,18,daily
2022-03-02,9700.0,18,daily
2022-03-05,7995.0,18,daily
2022-03-07,9583.0,18,daily
2022-03-18,9977.0,18,daily
2022-03-19,8276.0,18,daily
2022-03-21,9399.0,18,daily
2022-03-28,9087.0,18,daily
2022-04-05,9614.0,18,daily
2022-04-16,7047.0,18,daily
2022-04-26,9555.0,18,daily
2022-04-28,9757.0,18,daily
2022-06-16,10369.0,18,daily
2023-03-01,1906.0,18,daily
2023-03-02,1889.0,18,daily
2023-03-03,1898.0,18,daily
2023-03-05,821.0,18,daily
2023-03-06,1779.0,18,daily
2023-03-07,1922.0,18,daily
2023-03-08,1825.0,18,daily
2019-04-06,1641.0,19,daily
2019-04-16,1719.0,19,daily
2019-04-20,1347.0,19,daily
2019-04-24,1434.0,19,daily
2019-04-26,1624.0,19,daily
2019-04-07,841.0,19,daily
2019-04-12,1890.0,19,daily
2019-04-14,1040.0,19,daily
2019-04-30,1777.0,19,daily
2019-05-02,1699.0,19,daily
2019-04-13,1676.0,19,daily
2019-05-06,1701.0,19,daily
2019-04-05,1806.0,19,daily
2019-04-22,1038.0,19,daily
2019-04-23,1466.0,19,daily
2019-05-04,1513.0,19,daily
2019-04-11,1754.0,19,daily
2019-04-28,1087.0,19,daily
2019-04-17,1758.0,19,daily
2019-04-27,1408.0,19,daily
2019-04-19,1286.0,19,daily
2019-04-29,1717.0,19,daily
2019-05-03,1797.0,19,daily
2019-04-08,1435.0,19,daily
2019-05-01,1131.0,19,daily
2019-05-05,1072.0,19,daily
2019-04-15,1546.0,19,daily
2019-04-25,1548.0,19,daily
2019-04-21,893.0,19,daily
2019-04-10,1632.0,19,daily
2019-04-18,1060.0,19,daily
2019-05-07,1580.0,19,daily
2019-05-10,1771.0,19,daily
2019-05-14,1625.0,19,daily
2019-05-29,1753.0,19,daily
2019-06-04,1712.0,19,daily
2019-06-22,1660.0,19,daily
2019-06-23,1182.0,19,daily
2019-06-30,1104.0,19,daily
2019-07-08,1670.0,19,daily
2019-07-19,1995.0,19,daily
2019-08-23,1748.0,19,daily
2019-09-15,1043.0,19,daily
2019-09-22,1097.0,19,daily
2019-10-26,1876.0,19,daily
2019-10-31,2033.0,19,daily
2019-11-03,710.0,19,daily
2019-11-05,1611.0,19,daily
2019-11-10,915.0,19,daily
2019-11-19,1775.0,19,daily
2019-11-26,1702.0,19,daily
2019-05-15,1689.0,19,daily
2019-05-22,1787.0,19,daily
2019-05-26,901.0,19,daily
2019-06-18,1864.0,19,daily
2019-06-19,1798.0,19,daily
2019-06-24,1606.0,19,daily
2019-07-01,1802.0,19,daily
2019-07-28,1115.0,19,daily
2019-08-12,2112.0,19,daily
2019-08-29,2020.0,19,daily
2019-08-30,1914.0,19,daily
2019-09-07,1958.0,19,daily
2019-09-16,1807.0,19,daily
2019-10-06,828.0,19,daily
2019-10-20,784.0,19,daily
2019-11-28,1783.0,19,daily
2019-05-30,1747.0,19,daily
2019-06-01,1898.0,19,daily
2019-06-21,1812.0,19,daily
2019-08-19,1783.0,19,daily
2019-09-09,1700.0,19,daily
2019-09-18,1718.0,19,daily
2019-10-22,1639.0,19,daily
2019-10-25,1827.0,19,daily
2019-10-29,1750.0,19,daily
2019-11-23,1113.0,19,daily
2019-05-12,1124.0,19,daily
2019-07-29,1809.0,19,daily
2019-08-04,1105.0,19,daily
2019-08-22,1841.0,19,daily
2019-10-01,1643.0,19,daily
2019-10-09,1498.0,19,daily
2019-10-17,1787.0,19,daily
2019-10-21,1621.0,19,daily
2019-11-17,754.0,19,daily
2019-05-24,1747.0,19,daily
2019-06-05,1651.0,19,daily
2019-07-12,1989.0,19,daily
2019-07-21,1204.0,19,daily
2019-07-24,2227.0,19,daily
2019-08-03,1792.0,19,daily
2019-09-20,1945.0,19,daily
2019-06-06,1751.0,19,daily
2019-07-02,1763.0,19,daily
2019-07-03,1748.0,19,daily
2019-07-10,2042.0,19,daily
2019-07-13,1773.0,19,daily
2019-07-30,1869.0,19,daily
2019-09-23,1666.0,19,daily
2019-09-29,1102.0,19,daily
2019-11-06,1502.0,19,daily
2019-11-11,1657.0,19,daily
2019-05-13,1692.0,19,daily
2019-05-23,1612.0,19,daily
2019-05-27,1669.0,19,daily
2019-06-03,1750.0,19,daily
2019-07-14,1177.0,19,daily
2019-07-16,1923.0,19,daily
2019-08-18,1181.0,19,daily
2019-08-20,1778.0,19,daily
2019-09-12,1728.0,19,daily
2019-09-14,1705.0,19,daily
2019-11-02,1408.0,19,daily
2019-11-09,1579.0,19,daily
2019-11-12,1642.0,19,daily
2019-11-25,1276.0,19,daily
2019-11-27,1657.0,19,daily
2019-05-21,1728.0,19,daily
2019-05-28,1649.0,19,daily
2019-06-07,1839.0,19,daily
2019-06-20,1732.0,19,daily
2019-06-25,1593.0,19,daily
2019-06-26,1757.0,19,daily
2019-06-27,1659.0,19,daily
2019-07-06,1577.0,19,daily
2019-07-18,1831.0,19,daily
2019-07-20,1658.0,19,daily
2019-07-25,1567.0,19,daily
2019-08-07,1669.0,19,daily
2019-08-13,2455.0,19,daily
2019-10-08,1018.0,19,daily
2019-10-11,1824.0,19,daily
2019-05-08,1657.0,19,daily
2019-05-20,1597.0,19,daily
2019-06-17,1794.0,19,daily
2019-06-28,1853.0,19,daily
2019-07-27,1389.0,19,daily
2019-09-05,1753.0,19,daily
2019-10-16,1609.0,19,daily
2019-11-13,1702.0,19,daily
2019-11-14,1715.0,19,daily
2019-06-02,1246.0,19,daily
2019-06-29,1606.0,19,daily
2019-07-04,2086.0,19,daily
2019-07-11,1963.0,19,daily
2019-08-28,1794.0,19,daily
2019-09-02,1699.0,19,daily
2019-10-28,1672.0,19,daily
2019-11-04,1359.0,19,daily
2019-11-20,1685.0,19,daily
2019-05-17,1747.0,19,daily
2019-08-15,2476.0,19,daily
2019-08-26,1704.0,19,daily
2019-08-31,1896.0,19,daily
2019-09-01,1152.0,19,daily
2019-09-04,1749.0,19,daily
2019-10-03,1607.0,19,daily
2019-10-19,1769.0,19,daily
2019-11-07,1729.0,19,daily
2019-11-08,1588.0,19,daily
2019-11-16,1327.0,19,daily
2019-05-11,1562.0,19,daily
2019-05-18,1250.0,19,daily
2019-05-19,580.0,19,daily
2019-08-01,1843.0,19,daily
2019-08-06,1760.0,19,daily
2019-08-08,1802.0,19,daily
2019-08-14,2655.0,19,daily
2019-08-17,2471.0,19,daily
2019-08-25,1136.0,19,daily
2019-09-08,1479.0,19,daily
2019-09-30,1670.0,19,daily
2019-10-10,784.0,19,daily
2019-10-13,1080.0,19,daily
2019-10-24,1636.0,19,daily
2019-10-30,1710.0,19,daily
2019-11-24,947.0,19,daily
2019-05-09,1722.0,19,daily
2019-05-16,1708.0,19,daily
2019-07-23,1708.0,19,daily
2019-07-31,1477.0,19,daily
2019-08-05,1776.0,19,daily
2019-08-09,1820.0,19,daily
2019-08-16,2595.0,19,daily
2019-08-21,1771.0,19,daily
2019-08-27,1774.0,19,daily
2019-09-13,1942.0,19,daily
2019-09-17,1776.0,19,daily
2019-09-19,1798.0,19,daily
2019-09-21,1763.0,19,daily
2019-10-14,1225.0,19,daily
2019-10-15,1670.0,19,daily
2019-10-23,1642.0,19,daily
2019-11-21,1696.0,19,daily
2019-08-02,1802.0,19,daily
2019-08-24,1665.0,19,daily
2019-09-06,1941.0,19,daily
2019-09-11,1663.0,19,daily
2019-09-25,1690.0,19,daily
2019-10-05,1400.0,19,daily
2019-10-18,1516.0,19,daily
2019-11-29,2306.0,19,daily
2019-05-25,1424.0,19,daily
2019-07-15,1984.0,19,daily
2019-07-17,1698.0,19,daily
2019-07-22,1833.0,19,daily
2019-08-10,1966.0,19,daily
2019-08-11,1423.0,19,daily
2019-09-03,1707.0,19,daily
2019-10-02,1591.0,19,daily
2019-10-04,1730.0,19,daily
2019-11-22,1738.0,19,daily
2019-05-31,1883.0,19,daily
2019-06-16,1036.0,19,daily
2019-07-07,953.0,19,daily
2019-07-09,1730.0,19,daily
2019-07-26,1612.0,19,daily
2019-09-10,1672.0,19,daily
2019-10-07,1393.0,19,daily
2019-10-12,1138.0,19,daily
2019-11-01,917.0,19,daily
2019-11-15,1582.0,19,daily
2019-11-18,1671.0,19,daily
2019-12-09,1486.0,19,daily
2019-12-12,1677.0,19,daily
2019-12-16,1424.0,19,daily
2019-12-28,1895.0,19,daily
2019-12-13,1443.0,19,daily
2019-12-21,2727.0,19,daily
2019-12-07,1867.0,19,daily
2019-12-03,1639.0,19,daily
2019-12-24,1832.0,19,daily
2019-12-26,1902.0,19,daily
2019-11-30,1691.0,19,daily
2019-12-05,1658.0,19,daily
2019-12-06,1490.0,19,daily
2019-12-20,979.0,19,daily
2019-12-27,2150.0,19,daily
2019-12-29,1232.0,19,daily
2019-12-04,918.0,19,daily
2019-12-08,779.0,19,daily
2019-12-14,1919.0,19,daily
2019-12-18,1954.0,19,daily
2019-12-31,1408.0,19,daily
2019-12-02,1526.0,19,daily
2019-12-17,1755.0,19,daily
2019-12-19,1726.0,19,daily
2019-12-23,2229.0,19,daily
2019-12-22,1097.0,19,daily
2019-12-01,1078.0,19,daily
2019-12-10,1756.0,19,daily
2019-12-11,1645.0,19,daily
2019-12-15,1134.0,19,daily
2019-12-25,887.0,19,daily
2019-12-30,1778.0,19,daily
2020-01-11,1544.0,19,daily
2020-01-12,995.0,19,daily
2020-02-21,1845.0,19,daily
2020-02-27,1575.0,19,daily
2020-02-29,1339.0,19,daily
2020-03-07,1453.0,19,daily
2020-03-09,1431.0,19,daily
2020-03-26,208.0,19,daily
2020-01-04,1925.0,19,daily
2020-01-16,1710.0,19,daily
2020-01-26,953.0,19,daily
2020-02-15,1653.0,19,daily
2020-02-17,1536.0,19,daily
2020-03-05,940.0,19,daily
2020-03-12,1320.0,19,daily
2020-03-17,437.0,19,daily
2020-01-02,1614.0,19,daily
2020-01-06,772.0,19,daily
2020-01-28,1557.0,19,daily
2020-02-25,1552.0,19,daily
2020-03-02,1477.0,19,daily
2020-03-10,970.0,19,daily
2020-01-15,1674.0,19,daily
2020-02-16,1005.0,19,daily
2020-02-19,1757.0,19,daily
2020-01-25,1596.0,19,daily
2020-02-08,1571.0,19,daily
2020-02-10,1628.0,19,daily
2020-02-18,1771.0,19,daily
2020-03-06,1562.0,19,daily
2020-03-28,226.0,19,daily
2020-01-13,1416.0,19,daily
2020-02-06,1672.0,19,daily
2020-02-20,1681.0,19,daily
2020-03-01,918.0,19,daily
2020-03-18,350.0,19,daily
2020-01-03,1631.0,19,daily
2020-01-08,1745.0,19,daily
2020-02-04,1658.0,19,daily
2020-02-26,1517.0,19,daily
2020-03-13,840.0,19,daily
2020-01-01,849.0,19,daily
2020-01-05,1742.0,19,daily
2020-01-14,895.0,19,daily
2020-01-18,1622.0,19,daily
2020-03-08,890.0,19,daily
2020-03-22,68.0,19,daily
2020-03-24,282.0,19,daily
2020-01-09,1403.0,19,daily
2020-02-05,1618.0,19,daily
2020-02-09,832.0,19,daily
2020-03-19,136.0,19,daily
2020-03-20,414.0,19,daily
2020-01-17,1860.0,19,daily
2020-01-07,1650.0,19,daily
2020-01-20,2162.0,19,daily
2020-02-12,1686.0,19,daily
2020-02-28,1885.0,19,daily
2020-03-27,292.0,19,daily
2020-01-21,1446.0,19,daily
2020-01-22,1679.0,19,daily
2020-02-14,1916.0,19,daily
2020-02-24,1624.0,19,daily
2020-03-04,1448.0,19,daily
2020-03-14,555.0,19,daily
2020-03-16,478.0,19,daily
2020-03-29,100.0,19,daily
2020-01-27,1639.0,19,daily
2020-02-07,1879.0,19,daily
2020-02-13,1675.0,19,daily
2020-03-23,348.0,19,daily
2020-03-25,240.0,19,daily
2020-03-30,202.0,19,daily
2020-01-19,1683.0,19,daily
2020-01-24,1705.0,19,daily
2020-02-23,1255.0,19,daily
2020-03-11,1548.0,19,daily
2020-03-15,76.0,19,daily
2020-03-21,190.0,19,daily
2020-01-23,1668.0,19,daily
2020-02-11,1612.0,19,daily
2020-01-10,1323.0,19,daily
2020-02-22,2143.0,19,daily
2020-03-03,1552.0,19,daily
2023-03-01,10321.0,19,daily
2023-02-28,10375.0,19,daily
2021-11-02,9466.0,19,daily
2021-12-17,10223.0,19,daily
2022-02-28,8604.0,19,daily
2022-06-10,10718.0,19,daily
2022-08-05,8788.0,19,daily
2022-08-31,9066.0,19,daily
2022-09-21,10636.0,19,daily
2022-11-13,5227.0,19,daily
2022-12-20,11090.0,19,daily
2023-02-08,10779.0,19,daily
2022-06-27,8510.0,19,daily
2022-08-08,8992.0,19,daily
2022-09-17,8599.0,19,daily
2021-12-08,4084.0,19,daily
2021-12-21,10133.0,19,daily
2022-04-21,7463.0,19,daily
2022-05-20,9896.0,19,daily
2022-07-05,9634.0,19,daily
2022-08-13,10131.0,19,daily
2022-09-06,7406.0,19,daily
2022-10-17,9879.0,19,daily
2022-12-12,10481.0,19,daily
2022-12-29,9507.0,19,daily
2023-01-03,10089.0,19,daily
2023-02-22,10473.0,19,daily
2022-06-30,8321.0,19,daily
2022-08-24,7917.0,19,daily
2022-09-24,7325.0,19,daily
2021-12-16,9965.0,19,daily
2022-01-17,8834.0,19,daily
2022-02-02,9475.0,19,daily
2022-05-05,9751.0,19,daily
2022-05-29,7571.0,19,daily
2022-07-13,10753.0,19,daily
2022-08-25,8140.0,19,daily
2022-09-13,10131.0,19,daily
2022-10-31,10036.0,19,daily
2023-01-23,9938.0,19,daily
2022-06-08,9839.0,19,daily
2022-07-29,9486.0,19,daily
2022-09-11,7349.0,19,daily
2022-10-04,10608.0,19,daily
2021-12-09,9735.0,19,daily
2022-01-13,9096.0,19,daily
2022-01-30,4199.0,19,daily
2022-05-03,9641.0,19,daily
2022-05-23,9407.0,19,daily
2022-07-10,7169.0,19,daily
2022-08-15,9541.0,19,daily
2022-10-20,10092.0,19,daily
2022-06-07,9511.0,19,daily
2022-07-01,9306.0,19,daily
2022-08-26,8476.0,19,daily
2022-09-28,10056.0,19,daily
2021-08-15,5216.0,19,daily
2021-10-08,9775.0,19,daily
2021-10-19,9521.0,19,daily
2023-01-22,5301.0,19,daily
2021-04-07,7639.0,19,daily
2021-05-07,8920.0,19,daily
2021-07-15,8444.0,19,daily
2021-09-07,8668.0,19,daily
2021-10-11,8259.0,19,daily
2021-11-16,9395.0,19,daily
2022-01-01,4219.0,19,daily
2021-04-18,4740.0,19,daily
2021-05-03,8202.0,19,daily
2021-06-07,8831.0,19,daily
2021-07-30,7966.0,19,daily
2021-09-08,9663.0,19,daily
2023-01-14,9128.0,19,daily
2023-02-23,10556.0,19,daily
2021-04-16,8730.0,19,daily
2021-07-11,6284.0,19,daily
2021-08-12,7648.0,19,daily
2021-10-02,7706.0,19,daily
2021-10-29,9928.0,19,daily
2021-12-15,9877.0,19,daily
2022-02-18,9707.0,19,daily
2022-02-21,9351.0,19,daily
2022-02-26,9998.0,19,daily
2022-04-04,9589.0,19,daily
2022-04-29,10163.0,19,daily
2022-05-07,8634.0,19,daily
2021-09-18,7191.0,19,daily
2021-11-03,9596.0,19,daily
2021-12-22,9254.0,19,daily
2022-02-05,7496.0,19,daily
2022-04-01,10147.0,19,daily
2022-05-14,7795.0,19,daily
2022-07-08,9510.0,19,daily
2022-08-01,8735.0,19,daily
2022-09-25,5500.0,19,daily
2022-10-22,8489.0,19,daily
2022-12-01,10574.0,19,daily
2022-02-13,4971.0,19,daily
2022-03-24,9621.0,19,daily
2022-05-09,9604.0,19,daily
2022-06-14,9865.0,19,daily
2022-07-23,8229.0,19,daily
2022-10-11,10603.0,19,daily
2022-12-08,5634.0,19,daily
2023-02-06,10311.0,19,daily
2023-02-12,6384.0,19,daily
2021-05-01,5128.0,19,daily
2021-10-25,9281.0,19,daily
2022-01-24,8897.0,19,daily
2022-02-04,9709.0,19,daily
2022-05-08,5804.0,19,daily
2022-05-30,9584.0,19,daily
2022-07-17,7046.0,19,daily
2022-08-29,7959.0,19,daily
2022-11-04,10779.0,19,daily
2023-01-28,7738.0,19,daily
2022-06-23,9361.0,19,daily
2022-08-06,8082.0,19,daily
2022-09-15,10082.0,19,daily
2022-10-05,10349.0,19,daily
2022-10-12,5828.0,19,daily
2022-10-26,10324.0,19,daily
2022-10-29,8293.0,19,daily
2022-11-08,9886.0,19,daily
2022-11-12,8940.0,19,daily
2022-11-16,9804.0,19,daily
2022-11-23,10365.0,19,daily
2022-11-29,10493.0,19,daily
2022-12-14,10614.0,19,daily
2022-12-25,4939.0,19,daily
2023-01-17,10178.0,19,daily
2023-02-13,10672.0,19,daily
2021-04-22,8409.0,19,daily
2021-04-29,8683.0,19,daily
2021-05-24,7599.0,19,daily
2021-08-21,7183.0,19,daily
2021-10-24,5178.0,19,daily
2023-02-11,9275.0,19,daily
2021-04-10,6642.0,19,daily
2021-05-12,8361.0,19,daily
2021-07-29,8130.0,19,daily
2021-09-19,4784.0,19,daily
2021-10-22,9489.0,19,daily
2021-11-23,9211.0,19,daily
2022-02-06,4723.0,19,daily
2022-03-15,9680.0,19,daily
2022-04-25,9758.0,19,daily
2022-06-04,7907.0,19,daily
2021-11-13,7563.0,19,daily
2021-12-27,8230.0,19,daily
2022-03-04,10226.0,19,daily
2022-04-02,7668.0,19,daily
2022-05-15,5035.0,19,daily
2022-07-22,9056.0,19,daily
2022-08-02,9938.0,19,daily
