"dateTime","weather","lineNumber","passengersNumber"
"2019-08-10",26,106,1028
"2019-08-10",26,23,756
"2019-08-10",26,9,3613
"2019-08-10",26,32,888
"2019-08-10",26,16,3007
"2019-08-10",26,104,1172
"2019-08-10",26,24,1436
"2019-08-10",26,31,1750
"2019-08-10",26,35,179
"2019-08-10",26,29,3187
"2019-08-10",26,14,3254
"2019-08-10",26,17,3454
"2019-08-10",26,18,2031
"2019-08-10",26,33,3559
"2019-08-10",26,26,5658
"2019-08-10",26,103,1128
"2019-08-10",26,27,1399
"2019-08-10",26,28,9743
"2019-08-10",26,13,10902
"2019-08-10",26,8,2344
"2019-08-10",26,25,3307
"2019-08-10",26,109,460
"2019-08-10",26,41,541
"2019-08-10",26,42,457
"2019-08-10",26,5,10535
"2019-08-10",26,101,1257
"2019-08-10",26,46,187
"2019-08-10",26,102,464
"2019-08-10",26,110,584
"2019-08-10",26,45,1475
"2019-08-10",26,108,683
"2019-08-10",26,6,44
"2019-08-11",26,31,777
"2019-08-11",26,21,1019
"2019-08-11",26,103,507
"2019-08-11",26,23,313
"2019-08-11",26,104,546
"2019-08-11",26,19,1423
"2019-08-11",26,102,200
"2019-08-11",26,24,710
"2019-08-11",26,101,612
"2019-08-11",26,46,176
"2019-08-11",26,42,439
"2019-08-11",26,36,767
"2019-08-11",26,26,4018
"2019-08-11",26,25,2595
"2019-08-11",26,18,1399
"2019-08-11",26,41,310
"2019-08-11",26,29,2288
"2019-08-11",26,106,395
"2019-08-11",26,27,719
"2019-08-11",26,35,179
"2019-08-11",26,32,408
"2019-08-11",26,28,8771
"2019-08-11",26,6,27
"2019-08-11",26,45,1061
"2019-08-11",26,109,245
"2019-08-11",26,33,2055
"2019-08-11",26,38,119
"2019-08-11",26,5,7801
"2019-08-11",26,17,2614
"2019-08-11",26,37,411
"2019-08-11",26,110,246
"2019-08-11",26,13,8333
"2019-08-11",26,8,1953
"2019-08-11",26,9,3050
"2019-08-11",26,108,377
"2019-08-11",26,16,2387
"2019-08-11",26,14,2292
"2019-08-12",25,102,319
"2019-08-12",25,33,4009
"2019-08-12",25,101,799
"2019-08-12",25,31,2289
"2019-08-12",25,14,3990
"2019-08-12",25,42,430
"2019-08-12",25,32,978
"2019-08-12",25,45,1493
"2019-08-12",25,28,12898
"2019-08-12",25,35,510
"2019-08-12",25,109,274
"2019-08-12",25,46,237
"2019-08-12",25,13,11143
"2019-08-12",25,27,1866
"2019-08-12",25,18,2328
"2019-08-12",25,36,1594
"2019-08-12",25,29,3712
"2019-08-12",25,9,3883
"2019-08-12",25,5,10719
"2019-08-12",25,38,254
"2019-08-12",25,103,625
"2019-08-12",25,21,1932
"2019-08-12",25,41,835
"2019-08-12",25,24,1910
"2019-08-12",25,19,2112
"2019-08-12",25,40,1589
"2019-08-12",25,37,938
"2019-08-12",25,110,308
"2019-08-12",25,6,58
"2019-08-12",25,16,3329
"2019-08-12",25,8,2955
"2019-08-12",25,23,828
"2019-08-12",25,26,6259
"2019-08-12",25,106,679
"2019-08-12",25,17,5348
"2019-08-12",25,25,4462
"2019-08-12",25,108,437
"2019-08-12",25,104,763
"2019-08-13",43,101,887
"2019-08-13",43,31,2293
"2019-08-13",43,46,253
"2019-08-13",43,42,441
"2019-08-13",43,29,4068
"2019-08-13",43,45,1445
"2019-08-13",43,41,911
"2019-08-13",43,6,52
"2019-08-13",43,106,772
"2019-08-13",43,28,13835
"2019-08-13",43,103,685
"2019-08-13",43,26,6460
"2019-08-13",43,104,860
"2019-08-13",43,102,266
"2019-08-13",43,36,1709
"2019-08-13",43,25,4277
"2019-08-13",43,40,1579
"2019-08-13",43,33,4490
"2019-08-13",43,108,356
"2019-08-13",43,5,11508
"2019-08-13",43,32,1109
"2019-08-13",43,37,1040
"2019-08-13",43,38,236
"2019-08-13",43,109,383
"2019-08-13",43,24,2161
"2019-08-13",43,23,870
"2019-08-13",43,8,2758
"2019-08-13",43,27,1925
"2019-08-13",43,13,13201
"2019-08-13",43,35,552
"2019-08-13",43,16,3963
"2019-08-13",43,9,4031
"2019-08-13",43,19,2455
"2019-08-13",43,21,2135
"2019-08-13",43,14,4834
"2019-08-13",43,17,5385
"2019-08-13",43,18,2573
"2019-08-13",43,110,423
"2019-08-14",13,45,1746
"2019-08-14",13,35,655
"2019-08-14",13,42,550
"2019-08-14",13,36,1765
"2019-08-14",13,33,4470
"2019-08-14",13,16,4124
"2019-08-14",13,46,242
"2019-08-14",13,101,1059
"2019-08-14",13,32,1182
"2019-08-14",13,108,717
"2019-08-14",13,103,1163
"2019-08-14",13,104,1303
"2019-08-14",13,37,1033
"2019-08-14",13,110,712
"2019-08-14",13,14,5079
"2019-08-14",13,18,2743
"2019-08-14",13,41,926
"2019-08-14",13,19,2655
"2019-08-14",13,102,508
"2019-08-14",13,6,54
"2019-08-14",13,21,2601
"2019-08-14",13,38,270
"2019-08-14",13,13,13808
"2019-08-14",13,31,2683
"2019-08-14",13,8,3300
"2019-08-14",13,23,991
"2019-08-14",13,106,1061
"2019-08-14",13,5,11594
"2019-08-14",13,25,4972
"2019-08-14",13,40,1557
"2019-08-14",13,9,4482
"2019-08-14",13,109,472
"2019-08-14",13,17,6188
"2019-08-14",13,24,2150
"2019-08-14",13,26,7562
"2019-08-14",13,28,15936
"2019-08-14",13,29,4352
"2019-08-14",13,27,2141
"2019-08-15",23,35,190
"2019-08-15",23,33,2574
"2019-08-15",23,9,3773
"2019-08-15",23,104,635
"2019-08-15",23,8,2365
"2019-08-15",23,23,478
"2019-08-15",23,32,653
"2019-08-15",23,102,334
"2019-08-15",23,37,458
"2019-08-15",23,106,578
"2019-08-15",23,103,623
"2019-08-15",23,31,1046
"2019-08-15",23,29,3110
"2019-08-15",23,41,340
"2019-08-15",23,6,53
"2019-08-15",23,101,627
"2019-08-15",23,36,990
"2019-08-15",23,46,184
"2019-08-15",23,17,3358
"2019-08-15",23,5,9012
"2019-08-15",23,16,3833
"2019-08-15",23,13,10464
"2019-08-15",23,110,479
"2019-08-15",23,38,144
"2019-08-15",23,21,1576
"2019-08-15",23,28,11682
"2019-08-15",23,24,901
"2019-08-15",23,108,352
"2019-08-15",23,14,3298
"2019-08-15",23,18,1843
"2019-08-15",23,45,1353
"2019-08-15",23,27,790
"2019-08-15",23,19,2476
"2019-08-15",23,109,326
"2019-08-15",23,26,5058
"2019-08-15",23,42,425
"2019-08-15",23,25,4145
"2019-08-16",12,13,12988
"2019-08-16",12,35,610
"2019-08-16",12,103,793
"2019-08-16",12,101,694
"2019-08-16",12,33,4175
"2019-08-16",12,104,808
"2019-08-16",12,37,1074
"2019-08-16",12,5,11422
"2019-08-16",12,106,800
"2019-08-16",12,102,352
"2019-08-16",12,46,238
"2019-08-16",12,29,4134
"2019-08-16",12,109,429
"2019-08-16",12,36,1741
"2019-08-16",12,14,4919
"2019-08-16",12,108,496
"2019-08-16",12,16,3869
"2019-08-16",12,8,3272
"2019-08-16",12,32,1072
"2019-08-16",12,28,14285
"2019-08-16",12,26,6883
"2019-08-16",12,17,5405
"2019-08-16",12,41,938
"2019-08-16",12,6,47
"2019-08-16",12,38,241
"2019-08-16",12,9,4360
"2019-08-16",12,45,1519
"2019-08-16",12,31,2278
"2019-08-16",12,27,1873
"2019-08-16",12,42,532
"2019-08-16",12,18,2771
"2019-08-16",12,24,2138
"2019-08-16",12,21,2454
"2019-08-16",12,110,466
"2019-08-16",12,19,2595
"2019-08-16",12,40,1337
"2019-08-16",12,25,4360
"2019-08-16",12,23,860
"2019-08-17",12,101,1199
"2019-08-17",12,16,4201
"2019-08-17",12,46,237
"2019-08-17",12,36,1369
"2019-08-17",12,35,305
"2019-08-17",12,102,479
"2019-08-17",12,19,2471
"2019-08-17",12,38,185
"2019-08-17",12,37,985
"2019-08-17",12,33,3778
"2019-08-17",12,24,1575
"2019-08-17",12,45,1465
"2019-08-17",12,103,1138
"2019-08-17",12,23,740
"2019-08-17",12,9,3949
"2019-08-17",12,18,2415
"2019-08-17",12,41,660
"2019-08-17",12,14,4069
"2019-08-17",12,21,2364
"2019-08-17",12,110,593
"2019-08-17",12,17,3397
"2019-08-17",12,104,1057
"2019-08-17",12,32,1072
"2019-08-17",12,6,56
"2019-08-17",12,42,525
"2019-08-17",12,109,723
"2019-08-17",12,5,11078
"2019-08-17",12,31,1951
"2019-08-17",12,8,2936
"2019-08-17",12,108,616
"2019-08-17",12,13,13001
"2019-08-17",12,25,3614
"2019-08-17",12,26,6257
"2019-08-17",12,106,1240
"2019-08-17",12,27,1406
"2019-08-17",12,29,4050
"2019-08-17",12,28,12170
"2019-08-18",25,31,716
"2019-08-18",25,13,6072
"2019-08-18",25,14,1709
"2019-08-18",25,29,1762
"2019-08-18",25,36,617
"2019-08-18",25,9,2516
"2019-08-18",25,46,129
"2019-08-18",25,17,2657
"2019-08-18",25,35,127
"2019-08-18",25,26,2719
"2019-08-18",25,8,1371
"2019-08-18",25,5,5590
"2019-08-18",25,28,7708
"2019-08-18",25,32,280
"2019-08-18",25,16,2072
"2019-08-18",25,33,1656
"2019-08-18",25,23,305
"2019-08-18",25,45,920
"2019-08-18",25,25,1757
"2019-08-18",25,6,58
"2019-08-18",25,27,717
"2019-08-18",25,41,245
"2019-08-18",25,24,762
"2019-08-18",25,19,1181
"2019-08-18",25,21,957
"2019-08-18",25,42,407
"2019-08-18",25,18,1089
"2019-08-18",25,38,169
"2019-08-18",25,37,358
"2019-08-19",24,21,1717
"2019-08-19",24,5,9528
"2019-08-19",24,31,2061
"2019-08-19",24,9,3008
"2019-08-19",24,33,3555
"2019-08-19",24,17,5061
"2019-08-19",24,23,675
"2019-08-19",24,19,1783
"2019-08-19",24,18,2044
"2019-08-19",24,14,3214
"2019-08-19",24,16,2891
"2019-08-19",24,6,53
"2019-08-19",24,37,832
"2019-08-19",24,28,12310
"2019-08-19",24,8,2214
"2019-08-19",24,36,1396
"2019-08-19",24,32,774
"2019-08-19",24,42,456
"2019-08-19",24,26,4826
"2019-08-19",24,29,2905
"2019-08-19",24,13,9238
"2019-08-19",24,24,1924
"2019-08-19",24,27,1748
"2019-08-19",24,38,266
"2019-08-19",24,25,3493
"2019-08-19",24,45,1173
"2019-08-19",24,40,1487
"2019-08-19",24,35,493
"2019-08-19",24,46,204
"2019-08-19",24,41,685
"2019-08-20",24,23,748
"2019-08-20",24,21,1702
"2019-08-20",24,36,1454
"2019-08-20",24,24,1960
"2019-08-20",24,18,1956
"2019-08-20",24,9,2958
"2019-08-20",24,25,3036
"2019-08-20",24,37,846
"2019-08-20",24,17,5230
"2019-08-20",24,38,245
"2019-08-20",24,13,9283
"2019-08-20",24,16,3091
"2019-08-20",24,46,218
"2019-08-20",24,35,539
"2019-08-20",24,33,3534
"2019-08-20",24,27,1845
"2019-08-20",24,45,1256
"2019-08-20",24,8,2225
"2019-08-20",24,32,703
"2019-08-20",24,29,2885
"2019-08-20",24,19,1778
"2019-08-20",24,6,53
"2019-08-20",24,31,2169
"2019-08-20",24,28,11777
"2019-08-20",24,41,724
"2019-08-20",24,14,3263
"2019-08-20",24,26,4634
"2019-08-20",24,40,1478
"2019-08-20",24,5,9442
"2019-08-20",24,42,454
"2019-08-21",17,8,2286
"2019-08-21",17,36,1336
"2019-08-21",17,23,716
"2019-08-21",17,6,83
"2019-08-21",17,25,3221
"2019-08-21",17,32,770
"2019-08-21",17,37,911
"2019-08-21",17,26,4762
"2019-08-21",17,24,1926
"2019-08-21",17,29,3047
"2019-08-21",17,5,9396
"2019-08-21",17,28,12026
"2019-08-21",17,31,2230
"2019-08-21",17,13,9651
"2019-08-21",17,38,264
"2019-08-21",17,9,3165
"2019-08-21",17,27,1839
"2019-08-21",17,33,3673
"2019-08-21",17,46,189
"2019-08-21",17,45,1432
"2019-08-21",17,35,526
"2019-08-21",17,41,788
"2019-08-21",17,42,472
"2019-08-21",17,14,3429
"2019-08-21",17,40,1529
"2019-08-21",17,16,3331
"2019-08-21",17,19,1771
"2019-08-21",17,21,2065
"2019-08-21",17,17,5402
"2019-08-21",17,18,2086
"2019-08-22",11,46,196
"2019-08-22",11,33,3942
"2019-08-22",11,14,3824
"2019-08-22",11,16,3493
"2019-08-22",11,13,10202
"2019-08-22",11,17,5505
"2019-08-22",11,29,3056
"2019-08-22",11,35,620
"2019-08-22",11,31,2239
"2019-08-22",11,45,1342
"2019-08-22",11,28,12489
"2019-08-22",11,42,479
"2019-08-22",11,36,1369
"2019-08-22",11,5,9191
"2019-08-22",11,6,74
"2019-08-22",11,27,1826
"2019-08-22",11,23,714
"2019-08-22",11,9,3021
"2019-08-22",11,18,2203
"2019-08-22",11,8,2387
"2019-08-22",11,41,869
"2019-08-22",11,19,1841
"2019-08-22",11,24,2112
"2019-08-22",11,32,764
"2019-08-22",11,37,906
"2019-08-22",11,40,1692
"2019-08-22",11,38,285
"2019-08-22",11,25,3357
"2019-08-22",11,26,4897
"2019-08-22",11,21,2034
"2019-08-23",12,108,79
"2019-08-23",12,9,3306
"2019-08-23",12,109,86
"2019-08-23",12,106,148
"2019-08-23",12,26,5231
"2019-08-23",12,13,10268
"2019-08-23",12,24,2040
"2019-08-23",12,21,2019
"2019-08-23",12,35,568
"2019-08-23",12,25,3414
"2019-08-23",12,8,2377
"2019-08-23",12,37,953
"2019-08-23",12,23,855
"2019-08-23",12,38,256
"2019-08-23",12,36,1326
"2019-08-23",12,110,141
"2019-08-23",12,5,9031
"2019-08-23",12,104,153
"2019-08-23",12,40,1670
"2019-08-23",12,6,85
"2019-08-23",12,31,2185
"2019-08-23",12,19,1748
"2019-08-23",12,17,5183
"2019-08-23",12,14,3674
"2019-08-23",12,28,12262
"2019-08-23",12,41,802
"2019-08-23",12,16,3263
"2019-08-23",12,29,3081
"2019-08-23",12,42,487
"2019-08-23",12,18,2175
"2019-08-23",12,33,3838
"2019-08-23",12,27,1795
"2019-08-23",12,101,107
"2019-08-23",12,46,172
"2019-08-23",12,32,786
"2019-08-23",12,103,102
"2019-08-23",12,45,1453
"2019-08-23",12,102,45
"2019-08-24",11,9,2908
"2019-08-24",11,26,4842
"2019-08-24",11,8,2068
"2019-08-24",11,29,2685
"2019-08-24",11,25,2686
"2019-08-24",11,27,1190
"2019-08-24",11,13,9616
"2019-08-24",11,28,8806
"2019-08-24",11,6,47
"2019-08-24",11,42,541
"2019-08-24",11,32,550
"2019-08-24",11,31,1673
"2019-08-24",11,45,1191
"2019-08-24",11,23,694
"2019-08-24",11,19,1665
"2019-08-24",11,102,96
"2019-08-24",11,16,3400
"2019-08-24",11,46,195
"2019-08-24",11,21,1857
"2019-08-24",11,41,563
"2019-08-24",11,101,215
"2019-08-24",11,24,1448
"2019-08-24",11,36,1035
"2019-08-24",11,38,236
"2019-08-24",11,18,1870
"2019-08-24",11,35,202
"2019-08-24",11,33,2972
"2019-08-24",11,14,2850
"2019-08-24",11,17,2892
"2019-08-24",11,104,250
"2019-08-24",11,5,8201
"2019-08-24",11,110,197
"2019-08-24",11,109,121
"2019-08-24",11,108,150
"2019-08-24",11,103,216
"2019-08-24",11,106,262
"2019-08-24",11,37,770
"2019-08-25",43,27,550
"2019-08-25",43,26,2390
"2019-08-25",43,45,895
"2019-08-25",43,46,124
"2019-08-25",43,14,1610
"2019-08-25",43,9,1982
"2019-08-25",43,16,2444
"2019-08-25",43,42,395
"2019-08-25",43,28,6465
"2019-08-25",43,13,5676
"2019-08-25",43,18,1079
"2019-08-25",43,23,281
"2019-08-25",43,41,175
"2019-08-25",43,19,1136
"2019-08-25",43,37,318
"2019-08-25",43,25,1647
"2019-08-25",43,17,2257
"2019-08-25",43,29,1572
"2019-08-25",43,38,147
"2019-08-25",43,8,1232
"2019-08-25",43,33,1382
"2019-08-25",43,24,781
"2019-08-25",43,35,162
"2019-08-25",43,32,310
"2019-08-25",43,6,28
"2019-08-25",43,21,791
"2019-08-25",43,36,491
"2019-08-25",43,31,664
"2019-08-25",43,5,4741
"2019-08-26",43,35,581
"2019-08-26",43,19,1704
"2019-08-26",43,21,1724
"2019-08-26",43,36,1352
"2019-08-26",43,29,2811
"2019-08-26",43,45,1277
"2019-08-26",43,32,730
"2019-08-26",43,33,3769
"2019-08-26",43,38,276
"2019-08-26",43,28,11551
"2019-08-26",43,18,2085
"2019-08-26",43,8,2164
"2019-08-26",43,46,167
"2019-08-26",43,9,2764
"2019-08-26",43,31,2187
"2019-08-26",43,37,895
"2019-08-26",43,5,9090
"2019-08-26",43,17,5679
"2019-08-26",43,40,1630
"2019-08-26",43,14,3231
"2019-08-26",43,16,2624
"2019-08-26",43,23,705
"2019-08-26",43,6,65
"2019-08-26",43,13,9459
"2019-08-26",43,25,3009
"2019-08-26",43,41,735
"2019-08-26",43,42,443
"2019-08-26",43,24,2015
"2019-08-26",43,26,4724
"2019-08-26",43,27,1733
"2019-08-27",25,45,1371
"2019-08-27",25,8,2179
"2019-08-27",25,6,68
"2019-08-27",25,36,1249
"2019-08-27",25,21,1693
"2019-08-27",25,42,422
"2019-08-27",25,23,846
"2019-08-27",25,40,1613
"2019-08-27",25,38,262
"2019-08-27",25,46,150
"2019-08-27",25,25,3077
"2019-08-27",25,24,2164
"2019-08-27",25,19,1774
"2019-08-27",25,17,5541
"2019-08-27",25,35,650
"2019-08-27",25,18,2055
"2019-08-27",25,41,742
"2019-08-27",25,37,837
"2019-08-27",25,9,3032
"2019-08-27",25,13,9424
"2019-08-27",25,29,2896
"2019-08-27",25,5,8762
"2019-08-27",25,16,2601
"2019-08-27",25,27,1934
"2019-08-27",25,28,11671
"2019-08-27",25,31,2287
"2019-08-27",25,26,4441
"2019-08-27",25,33,3968
"2019-08-27",25,14,3216
"2019-08-27",25,32,756
"2019-08-28",43,23,751
"2019-08-28",43,19,1794
"2019-08-28",43,24,2250
"2019-08-28",43,25,3249
"2019-08-28",43,21,1699
"2019-08-28",43,40,1846
"2019-08-28",43,9,3287
"2019-08-28",43,35,622
"2019-08-28",43,33,3990
"2019-08-28",43,18,2027
"2019-08-28",43,38,312
"2019-08-28",43,41,754
"2019-08-28",43,37,863
"2019-08-28",43,5,8898
"2019-08-28",43,16,2874
"2019-08-28",43,14,3600
"2019-08-28",43,36,1374
"2019-08-28",43,8,2472
"2019-08-28",43,13,10322
"2019-08-28",43,32,821
"2019-08-28",43,29,2937
"2019-08-28",43,27,1959
"2019-08-28",43,17,5856
"2019-08-28",43,26,5203
"2019-08-28",43,6,53
"2019-08-28",43,28,12029
"2019-08-28",43,31,2392
"2019-08-28",43,42,530
"2019-08-28",43,45,1554
"2019-08-28",43,46,223
"2019-08-29",13,26,5217
"2019-08-29",13,25,3420
"2019-08-29",13,41,801
"2019-08-29",13,42,456
"2019-08-29",13,19,2020
"2019-08-29",13,40,1722
"2019-08-29",13,18,2290
"2019-08-29",13,16,2863
"2019-08-29",13,23,881
"2019-08-29",13,21,2067
"2019-08-29",13,38,296
"2019-08-29",13,14,3651
"2019-08-29",13,36,1453
"2019-08-29",13,45,1489
"2019-08-29",13,24,2126
"2019-08-29",13,27,1932
"2019-08-29",13,37,900
"2019-08-29",13,32,891
"2019-08-29",13,33,3983
"2019-08-29",13,17,5442
"2019-08-29",13,8,2355
"2019-08-29",13,13,10628
"2019-08-29",13,31,2364
"2019-08-29",13,35,624
"2019-08-29",13,5,9460
"2019-08-29",13,9,3205
"2019-08-29",13,29,3062
"2019-08-29",13,28,12439
"2019-08-29",13,46,230
"2019-08-29",13,6,94
"2019-08-30",12,38,248
"2019-08-30",12,19,1914
"2019-08-30",12,37,913
"2019-08-30",12,46,192
"2019-08-30",12,33,3932
"2019-08-30",12,18,2192
"2019-08-30",12,102,65
"2019-08-30",12,35,634
"2019-08-30",12,45,1315
"2019-08-30",12,32,867
"2019-08-30",12,23,902
"2019-08-30",12,24,2092
"2019-08-30",12,21,1807
"2019-08-30",12,13,9931
"2019-08-30",12,41,785
"2019-08-30",12,14,3760
"2019-08-30",12,36,1301
"2019-08-30",12,42,506
"2019-08-30",12,9,3248
"2019-08-30",12,109,38
"2019-08-30",12,40,1720
"2019-08-30",12,8,2277
"2019-08-30",12,17,5604
"2019-08-30",12,108,109
"2019-08-30",12,104,172
"2019-08-30",12,16,2346
"2019-08-30",12,101,109
"2019-08-30",12,5,8895
"2019-08-30",12,6,49
"2019-08-30",12,27,1944
"2019-08-30",12,106,176
"2019-08-30",12,110,204
"2019-08-30",12,31,2338
"2019-08-30",12,103,121
"2019-08-30",12,25,3513
"2019-08-30",12,26,5268
"2019-08-30",12,28,11825
"2019-08-30",12,29,3164
"2019-08-31",24,46,194
"2019-08-31",24,101,317
"2019-08-31",24,38,208
"2019-08-31",24,108,180
"2019-08-31",24,45,1179
"2019-08-31",24,36,965
"2019-08-31",24,28,8997
"2019-08-31",24,103,304
"2019-08-31",24,18,1841
"2019-08-31",24,35,190
"2019-08-31",24,19,1896
"2019-08-31",24,42,503
"2019-08-31",24,9,3153
"2019-08-31",24,41,425
"2019-08-31",24,109,124
"2019-08-31",24,21,1657
"2019-08-31",24,37,748
"2019-08-31",24,8,2192
"2019-08-31",24,6,64
"2019-08-31",24,106,391
"2019-08-31",24,23,651
"2019-08-31",24,104,431
"2019-08-31",24,13,9400
"2019-08-31",24,17,2953
"2019-08-31",24,110,269
"2019-08-31",24,5,7928
"2019-08-31",24,29,2514
"2019-08-31",24,24,1400
"2019-08-31",24,31,1595
"2019-08-31",24,14,2990
"2019-08-31",24,102,150
"2019-08-31",24,27,1081
"2019-08-31",24,16,2324
"2019-08-31",24,32,583
"2019-08-31",24,33,2974
"2019-08-31",24,25,2991
"2019-08-31",24,26,5011
"2019-09-01",26,8,1399
"2019-09-01",26,42,384
"2019-09-01",26,9,2452
"2019-09-01",26,6,18
"2019-09-01",26,41,231
"2019-09-01",26,13,6959
"2019-09-01",26,26,2984
"2019-09-01",26,25,2155
"2019-09-01",26,24,348
"2019-09-01",26,38,171
"2019-09-01",26,14,1971
"2019-09-01",26,27,252
"2019-09-01",26,46,155
"2019-09-01",26,37,372
"2019-09-01",26,36,513
"2019-09-01",26,17,2274
"2019-09-01",26,16,1801
"2019-09-01",26,5,5555
"2019-09-01",26,23,357
"2019-09-01",26,21,923
"2019-09-01",26,35,143
"2019-09-01",26,18,1208
"2019-09-01",26,19,1152
"2019-09-01",26,45,977
"2019-09-01",26,28,7213
"2019-09-01",26,29,1734
"2019-09-01",26,31,797
"2019-09-01",26,32,306
"2019-09-01",26,33,1690
"2019-09-02",13,46,188
"2019-09-02",13,32,862
"2019-09-02",13,6,41
"2019-09-02",13,33,4099
"2019-09-02",13,18,2067
"2019-09-02",13,35,638
"2019-09-02",13,16,1973
"2019-09-02",13,31,2405
"2019-09-02",13,8,2326
"2019-09-02",13,26,4817
"2019-09-02",13,45,1337
"2019-09-02",13,17,5844
"2019-09-02",13,9,3115
"2019-09-02",13,29,3065
"2019-09-02",13,38,322
"2019-09-02",13,5,8483
"2019-09-02",13,14,3634
"2019-09-02",13,21,1453
"2019-09-02",13,28,11882
"2019-09-02",13,23,834
"2019-09-02",13,24,2252
"2019-09-02",13,13,10169
"2019-09-02",13,19,1699
"2019-09-02",13,36,1406
"2019-09-02",13,40,1683
"2019-09-02",13,41,799
"2019-09-02",13,27,1976
"2019-09-02",13,25,3227
"2019-09-02",13,43,181
"2019-09-02",13,37,1013
"2019-09-02",13,42,424
"2019-09-03",12,24,2317
"2019-09-03",12,36,1578
"2019-09-03",12,21,1665
"2019-09-03",12,5,8898
"2019-09-03",12,18,2134
"2019-09-03",12,37,963
"2019-09-03",12,8,2503
"2019-09-03",12,19,1707
"2019-09-03",12,23,894
"2019-09-03",12,26,5311
"2019-09-03",12,25,3309
"2019-09-03",12,9,3231
"2019-09-03",12,29,3316
"2019-09-03",12,32,851
"2019-09-03",12,35,734
"2019-09-03",12,6,69
"2019-09-03",12,40,1809
"2019-09-03",12,33,4296
"2019-09-03",12,38,305
"2019-09-03",12,41,874
"2019-09-03",12,43,193
"2019-09-03",12,28,12872
"2019-09-03",12,46,198
"2019-09-03",12,17,5846
"2019-09-03",12,16,2349
"2019-09-03",12,42,413
"2019-09-03",12,31,2530
"2019-09-03",12,14,3779
"2019-09-03",12,27,2184
"2019-09-03",12,45,1510
"2019-09-03",12,13,11059
"2019-09-04",43,32,829
"2019-09-04",43,25,3251
"2019-09-04",43,46,201
"2019-09-04",43,28,12725
"2019-09-04",43,8,2292
"2019-09-04",43,33,4349
"2019-09-04",43,6,69
"2019-09-04",43,45,1372
"2019-09-04",43,31,2607
"2019-09-04",43,35,727
"2019-09-04",43,26,4906
"2019-09-04",43,17,5906
"2019-09-04",43,5,8713
"2019-09-04",43,42,430
"2019-09-04",43,38,307
"2019-09-04",43,41,814
"2019-09-04",43,27,2076
"2019-09-04",43,37,959
"2019-09-04",43,29,3074
"2019-09-04",43,36,1432
"2019-09-04",43,40,1838
"2019-09-04",43,18,2030
"2019-09-04",43,9,3265
"2019-09-04",43,43,187
"2019-09-04",43,14,3746
"2019-09-04",43,21,1648
"2019-09-04",43,19,1749
"2019-09-04",43,24,2278
"2019-09-04",43,13,10822
"2019-09-04",43,16,2213
"2019-09-04",43,23,789
"2019-09-05",24,8,2383
"2019-09-05",24,42,432
"2019-09-05",24,9,3028
"2019-09-05",24,5,9085
"2019-09-05",24,46,213
"2019-09-05",24,40,1752
"2019-09-05",24,6,86
"2019-09-05",24,13,10199
"2019-09-05",24,41,874
"2019-09-05",24,43,256
"2019-09-05",24,25,3302
"2019-09-05",24,17,6143
"2019-09-05",24,27,2203
"2019-09-05",24,24,2279
"2019-09-05",24,37,979
"2019-09-05",24,36,1420
"2019-09-05",24,18,2104
"2019-09-05",24,38,301
"2019-09-05",24,16,1966
"2019-09-05",24,14,3713
"2019-09-05",24,32,836
"2019-09-05",24,23,780
"2019-09-05",24,35,657
"2019-09-05",24,45,1403
"2019-09-05",24,31,2525
"2019-09-05",24,26,5054
"2019-09-05",24,28,11950
"2019-09-05",24,21,1571
"2019-09-05",24,33,4379
"2019-09-05",24,29,3026
"2019-09-05",24,19,1753
"2019-09-06",43,109,46
"2019-09-06",43,9,3326
"2019-09-06",43,110,99
"2019-09-06",43,28,12187
"2019-09-06",43,13,10720
"2019-09-06",43,27,2161
"2019-09-06",43,5,9160
"2019-09-06",43,41,814
"2019-09-06",43,108,59
"2019-09-06",43,14,3797
"2019-09-06",43,106,162
"2019-09-06",43,40,1793
"2019-09-06",43,19,1941
"2019-09-06",43,6,103
"2019-09-06",43,104,104
"2019-09-06",43,103,71
"2019-09-06",43,102,33
"2019-09-06",43,8,2316
"2019-09-06",43,26,5053
"2019-09-06",43,18,2141
"2019-09-06",43,33,4652
"2019-09-06",43,35,635
"2019-09-06",43,25,3416
"2019-09-06",43,23,895
"2019-09-06",43,38,294
"2019-09-06",43,31,2605
"2019-09-06",43,17,5992
"2019-09-06",43,32,855
"2019-09-06",43,29,3112
"2019-09-06",43,101,103
"2019-09-06",43,45,1544
"2019-09-06",43,24,2230
"2019-09-06",43,21,1684
"2019-09-06",43,37,983
"2019-09-06",43,43,226
"2019-09-06",43,16,2159
"2019-09-06",43,36,1452
"2019-09-06",43,46,202
"2019-09-06",43,42,452
"2019-09-07",23,19,1958
"2019-09-07",23,33,3297
"2019-09-07",23,108,222
"2019-09-07",23,103,246
"2019-09-07",23,21,1695
"2019-09-07",23,109,120
"2019-09-07",23,18,1656
"2019-09-07",23,32,614
"2019-09-07",23,29,2775
"2019-09-07",23,28,9242
"2019-09-07",23,5,8151
"2019-09-07",23,104,417
"2019-09-07",23,27,1197
"2019-09-07",23,31,1830
"2019-09-07",23,110,244
"2019-09-07",23,17,2988
"2019-09-07",23,106,342
"2019-09-07",23,9,3192
"2019-09-07",23,8,2059
"2019-09-07",23,16,2591
"2019-09-07",23,23,718
