"dateTime","weather","lineNumber","passengersNumber"
"2020-10-31",11,24,1067
"2020-10-31",11,9,2242
"2020-10-31",11,27,979
"2020-10-31",11,13,6717
"2020-10-31",11,28,5241
"2020-10-31",11,26,2830
"2020-10-31",11,25,1764
"2020-11-01",17,13,4586
"2020-11-01",17,14,1161
"2020-11-01",17,18,620
"2020-11-01",17,46,76
"2020-11-01",17,9,1518
"2020-11-01",17,17,1384
"2020-11-01",17,23,132
"2020-11-01",17,19,794
"2020-11-01",17,8,799
"2020-11-01",17,45,719
"2020-11-01",17,38,119
"2020-11-01",17,24,240
"2020-11-01",17,6,36
"2020-11-01",17,21,344
"2020-11-01",17,41,162
"2020-11-01",17,37,173
"2020-11-01",17,5,2038
"2020-11-01",17,42,301
"2020-11-01",17,32,215
"2020-11-01",17,36,237
"2020-11-01",17,16,619
"2020-11-01",17,25,831
"2020-11-01",17,27,237
"2020-11-01",17,28,3246
"2020-11-01",17,33,1088
"2020-11-01",17,29,1045
"2020-11-01",17,26,1432
"2020-11-01",17,35,108
"2020-11-01",17,31,421
"2020-11-02",23,18,1429
"2020-11-02",23,19,1202
"2020-11-02",23,21,1013
"2020-11-02",23,14,3076
"2020-11-02",23,5,6206
"2020-11-02",23,9,2390
"2020-11-02",23,27,2147
"2020-11-02",23,23,754
"2020-11-02",23,24,2063
"2020-11-02",23,6,39
"2020-11-02",23,33,3654
"2020-11-02",23,41,799
"2020-11-02",23,13,8201
"2020-11-02",23,17,4881
"2020-11-02",23,26,3789
"2020-11-02",23,35,633
"2020-11-02",23,31,2100
"2020-11-02",23,42,287
"2020-11-02",23,32,571
"2020-11-02",23,45,1439
"2020-11-02",23,16,596
"2020-11-02",23,36,863
"2020-11-02",23,37,630
"2020-11-02",23,25,2266
"2020-11-02",23,46,164
"2020-11-02",23,8,1603
"2020-11-02",23,28,8182
"2020-11-02",23,43,245
"2020-11-02",23,38,262
"2020-11-02",23,40,1459
"2020-11-02",23,29,1864
"2020-11-03",26,26,3873
"2020-11-03",26,25,2455
"2020-11-03",26,41,956
"2020-11-03",26,46,181
"2020-11-03",26,31,2241
"2020-11-03",26,28,8589
"2020-11-03",26,29,2028
"2020-11-03",26,24,2283
"2020-11-03",26,21,1047
"2020-11-03",26,32,610
"2020-11-03",26,40,1612
"2020-11-03",26,45,1469
"2020-11-03",26,5,6777
"2020-11-03",26,42,278
"2020-11-03",26,27,2355
"2020-11-03",26,38,209
"2020-11-03",26,37,666
"2020-11-03",26,6,40
"2020-11-03",26,8,1633
"2020-11-03",26,17,5584
"2020-11-03",26,23,744
"2020-11-03",26,35,651
"2020-11-03",26,36,895
"2020-11-03",26,43,268
"2020-11-03",26,33,3854
"2020-11-03",26,19,1319
"2020-11-03",26,9,2501
"2020-11-03",26,14,3077
"2020-11-03",26,16,611
"2020-11-03",26,18,1639
"2020-11-03",26,13,8271
"2020-11-04",25,38,238
"2020-11-04",25,41,830
"2020-11-04",25,42,253
"2020-11-04",25,40,1434
"2020-11-04",25,6,51
"2020-11-04",25,36,883
"2020-11-04",25,37,590
"2020-11-04",25,5,6422
"2020-11-04",25,35,676
"2020-11-04",25,21,989
"2020-11-04",25,43,234
"2020-11-04",25,33,3681
"2020-11-04",25,23,734
"2020-11-04",25,45,1285
"2020-11-04",25,13,8351
"2020-11-04",25,19,1232
"2020-11-04",25,31,2166
"2020-11-04",25,32,614
"2020-11-04",25,17,5019
"2020-11-04",25,18,1445
"2020-11-04",25,8,1671
"2020-11-04",25,46,181
"2020-11-04",25,9,2340
"2020-11-04",25,24,1971
"2020-11-04",25,28,8268
"2020-11-04",25,14,3015
"2020-11-04",25,16,575
"2020-11-04",25,26,3853
"2020-11-04",25,27,2105
"2020-11-04",25,29,2001
"2020-11-04",25,25,2277
"2020-11-05",13,14,3223
"2020-11-05",13,13,8360
"2020-11-05",13,16,651
"2020-11-05",13,17,4928
"2020-11-05",13,9,2454
"2020-11-05",13,18,1564
"2020-11-05",13,25,2252
"2020-11-05",13,26,3570
"2020-11-05",13,27,2099
"2020-11-05",13,6,37
"2020-11-05",13,29,1937
"2020-11-05",13,31,2103
"2020-11-05",13,45,1348
"2020-11-05",13,46,162
"2020-11-05",13,24,2042
"2020-11-05",13,21,980
"2020-11-05",13,8,1654
"2020-11-05",13,5,6240
"2020-11-05",13,28,8305
"2020-11-05",13,32,645
"2020-11-05",13,33,3656
"2020-11-05",13,41,788
"2020-11-05",13,19,1270
"2020-11-05",13,42,265
"2020-11-05",13,23,745
"2020-11-05",13,37,636
"2020-11-05",13,43,266
"2020-11-05",13,36,901
"2020-11-05",13,40,1395
"2020-11-05",13,38,223
"2020-11-05",13,35,612
"2020-11-06",43,13,8562
"2020-11-06",43,9,2379
"2020-11-06",43,21,1011
"2020-11-06",43,14,3110
"2020-11-06",43,18,1582
"2020-11-06",43,6,41
"2020-11-06",43,8,1671
"2020-11-06",43,29,1971
"2020-11-06",43,5,6549
"2020-11-06",43,16,639
"2020-11-06",43,17,5010
"2020-11-06",43,23,742
"2020-11-06",43,31,2042
"2020-11-06",43,37,583
"2020-11-06",43,27,1936
"2020-11-06",43,28,8030
"2020-11-06",43,41,756
"2020-11-06",43,42,272
"2020-11-06",43,32,649
"2020-11-06",43,33,3541
"2020-11-06",43,46,176
"2020-11-06",43,24,1880
"2020-11-06",43,25,2358
"2020-11-06",43,38,232
"2020-11-06",43,40,1402
"2020-11-06",43,26,3826
"2020-11-06",43,19,1361
"2020-11-06",43,43,202
"2020-11-06",43,45,1559
"2020-11-06",43,36,885
"2020-11-06",43,35,576
"2020-11-07",23,25,1253
"2020-11-07",23,36,422
"2020-11-07",23,29,1266
"2020-11-07",23,38,117
"2020-11-07",23,19,876
"2020-11-07",23,21,639
"2020-11-07",23,23,357
"2020-11-07",23,26,2026
"2020-11-07",23,45,624
"2020-11-07",23,46,114
"2020-11-07",23,27,815
"2020-11-07",23,24,852
"2020-11-07",23,35,91
"2020-11-07",23,33,1510
"2020-11-07",23,37,329
"2020-11-07",23,28,3888
"2020-11-07",23,13,5218
"2020-11-07",23,18,817
"2020-11-07",23,17,1644
"2020-11-07",23,41,288
"2020-11-07",23,42,229
"2020-11-07",23,9,1316
"2020-11-07",23,31,973
"2020-11-07",23,32,360
"2020-11-07",23,8,1067
"2020-11-07",23,16,428
"2020-11-07",23,5,3027
"2020-11-07",23,6,28
"2020-11-07",23,14,1553
"2020-11-08",13,36,221
"2020-11-08",13,38,93
"2020-11-08",13,37,150
"2020-11-08",13,6,20
"2020-11-08",13,35,119
"2020-11-08",13,18,520
"2020-11-08",13,5,1643
"2020-11-08",13,33,764
"2020-11-08",13,23,163
"2020-11-08",13,24,206
"2020-11-08",13,32,166
"2020-11-08",13,21,257
"2020-11-08",13,45,629
"2020-11-08",13,46,92
"2020-11-08",13,19,659
"2020-11-08",13,29,925
"2020-11-08",13,31,441
"2020-11-08",13,17,1135
"2020-11-08",13,13,3546
"2020-11-08",13,8,736
"2020-11-08",13,42,222
"2020-11-08",13,41,139
"2020-11-08",13,9,1065
"2020-11-08",13,27,171
"2020-11-08",13,14,956
"2020-11-08",13,16,468
"2020-11-08",13,25,561
"2020-11-08",13,26,1073
"2020-11-08",13,28,2669
"2020-11-09",44,8,1529
"2020-11-09",44,16,541
"2020-11-09",44,9,2052
"2020-11-09",44,13,7434
"2020-11-09",44,14,2934
"2020-11-09",44,6,41
"2020-11-09",44,46,171
"2020-11-09",44,23,645
"2020-11-09",44,24,1826
"2020-11-09",44,25,1970
"2020-11-09",44,26,3385
"2020-11-09",44,27,1907
"2020-11-09",44,28,7343
"2020-11-09",44,43,226
"2020-11-09",44,45,1242
"2020-11-09",44,21,815
"2020-11-09",44,18,1422
"2020-11-09",44,5,5466
"2020-11-09",44,29,1799
"2020-11-09",44,17,4643
"2020-11-09",44,38,184
"2020-11-09",44,31,2043
"2020-11-09",44,40,1365
"2020-11-09",44,42,261
"2020-11-09",44,41,738
"2020-11-09",44,19,1230
"2020-11-09",44,35,552
"2020-11-09",44,36,810
"2020-11-09",44,33,3331
"2020-11-09",44,37,588
"2020-11-09",44,32,592
"2020-11-10",25,13,7883
"2020-11-10",25,6,49
"2020-11-10",25,18,1496
"2020-11-10",25,9,2305
"2020-11-10",25,14,2853
"2020-11-10",25,17,5397
"2020-11-10",25,5,5941
"2020-11-10",25,27,2226
"2020-11-10",25,28,7941
"2020-11-10",25,29,1857
"2020-11-10",25,31,2138
"2020-11-10",25,16,538
"2020-11-10",25,21,881
"2020-11-10",25,23,667
"2020-11-10",25,8,1582
"2020-11-10",25,26,3718
"2020-11-10",25,36,817
"2020-11-10",25,37,600
"2020-11-10",25,38,239
"2020-11-10",25,40,1614
"2020-11-10",25,32,626
"2020-11-10",25,42,266
"2020-11-10",25,19,1267
"2020-11-10",25,24,2027
"2020-11-10",25,35,587
"2020-11-10",25,41,886
"2020-11-10",25,25,2219
"2020-11-10",25,33,3667
"2020-11-10",25,45,1366
"2020-11-10",25,43,242
"2020-11-10",25,46,208
"2020-11-11",17,25,1851
"2020-11-11",17,23,643
"2020-11-11",17,35,629
"2020-11-11",17,21,952
"2020-11-11",17,27,2020
"2020-11-11",17,37,570
"2020-11-11",17,18,1521
"2020-11-11",17,19,1202
"2020-11-11",17,24,1893
"2020-11-11",17,41,760
"2020-11-11",17,42,231
"2020-11-11",17,43,236
"2020-11-11",17,40,1261
"2020-11-11",17,33,3420
"2020-11-11",17,32,626
"2020-11-11",17,36,840
"2020-11-11",17,26,3342
"2020-11-11",17,6,56
"2020-11-11",17,17,4749
"2020-11-11",17,14,2950
"2020-11-11",17,38,219
"2020-11-11",17,45,1219
"2020-11-11",17,5,5745
"2020-11-11",17,28,7531
"2020-11-11",17,31,2123
"2020-11-11",17,29,1889
"2020-11-11",17,16,587
"2020-11-11",17,13,7860
"2020-11-11",17,9,2238
"2020-11-11",17,46,173
"2020-11-11",17,8,1560
"2020-11-12",12,33,3438
"2020-11-12",12,38,192
"2020-11-12",12,36,891
"2020-11-12",12,35,590
"2020-11-12",12,32,608
"2020-11-12",12,14,3013
"2020-11-12",12,42,236
"2020-11-12",12,18,1507
"2020-11-12",12,19,1155
"2020-11-12",12,37,575
"2020-11-12",12,31,1960
"2020-11-12",12,41,711
"2020-11-12",12,43,235
"2020-11-12",12,16,673
"2020-11-12",12,17,4661
"2020-11-12",12,29,2009
"2020-11-12",12,46,166
"2020-11-12",12,23,716
"2020-11-12",12,21,811
"2020-11-12",12,5,5689
"2020-11-12",12,40,1310
"2020-11-12",12,13,7695
"2020-11-12",12,25,2058
"2020-11-12",12,45,1130
"2020-11-12",12,28,7489
"2020-11-12",12,6,40
"2020-11-12",12,27,1915
"2020-11-12",12,24,1940
"2020-11-12",12,8,1583
"2020-11-12",12,9,2087
"2020-11-12",12,26,3342
"2020-11-13",12,6,34
"2020-11-13",12,8,1657
"2020-11-13",12,9,2331
"2020-11-13",12,5,5795
"2020-11-13",12,45,1322
"2020-11-13",12,40,1224
"2020-11-13",12,46,174
"2020-11-13",12,18,1574
"2020-11-13",12,19,1318
"2020-11-13",12,21,862
"2020-11-13",12,13,8225
"2020-11-13",12,42,256
"2020-11-13",12,43,200
"2020-11-13",12,38,231
"2020-11-13",12,17,4488
"2020-11-13",12,23,690
"2020-11-13",12,41,718
"2020-11-13",12,24,1776
"2020-11-13",12,16,587
"2020-11-13",12,29,1947
"2020-11-13",12,31,2008
"2020-11-13",12,37,583
"2020-11-13",12,14,2906
"2020-11-13",12,33,3360
"2020-11-13",12,25,2121
"2020-11-13",12,35,488
"2020-11-13",12,36,854
"2020-11-13",12,27,1706
"2020-11-13",12,28,7469
"2020-11-13",12,26,3596
"2020-11-13",12,32,693
"2020-11-14",12,25,1346
"2020-11-14",12,16,807
"2020-11-14",12,19,1139
"2020-11-14",12,21,680
"2020-11-14",12,14,1767
"2020-11-14",12,24,953
"2020-11-14",12,8,1181
"2020-11-14",12,6,30
"2020-11-14",12,13,5442
"2020-11-14",12,5,3341
"2020-11-14",12,23,420
"2020-11-14",12,26,2275
"2020-11-14",12,17,1569
"2020-11-14",12,18,997
"2020-11-14",12,28,4056
"2020-11-14",12,29,1475
"2020-11-14",12,9,1535
"2020-11-14",12,38,160
"2020-11-14",12,33,1651
"2020-11-14",12,35,141
"2020-11-14",12,31,1126
"2020-11-14",12,32,352
"2020-11-14",12,46,116
"2020-11-14",12,41,381
"2020-11-14",12,42,234
"2020-11-14",12,45,641
"2020-11-14",12,37,343
"2020-11-14",12,27,803
"2020-11-14",12,36,489
"2020-11-15",25,41,150
"2020-11-15",25,25,597
"2020-11-15",25,29,695
"2020-11-15",25,31,308
"2020-11-15",25,45,579
"2020-11-15",25,42,145
"2020-11-15",25,46,56
"2020-11-15",25,24,150
"2020-11-15",25,38,116
"2020-11-15",25,21,293
"2020-11-15",25,28,2471
"2020-11-15",25,5,1530
"2020-11-15",25,26,1112
"2020-11-15",25,27,158
"2020-11-15",25,36,193
"2020-11-15",25,37,127
"2020-11-15",25,6,12
"2020-11-15",25,32,125
"2020-11-15",25,18,530
"2020-11-15",25,23,133
"2020-11-15",25,35,93
"2020-11-15",25,13,3174
"2020-11-15",25,14,718
"2020-11-15",25,33,706
"2020-11-15",25,19,520
"2020-11-15",25,9,956
"2020-11-15",25,17,1247
"2020-11-15",25,8,527
"2020-11-15",25,16,376
"2020-11-16",24,6,35
"2020-11-16",24,5,5764
"2020-11-16",24,14,2953
"2020-11-16",24,8,1531
"2020-11-16",24,13,7656
"2020-11-16",24,40,1387
"2020-11-16",24,41,725
"2020-11-16",24,42,205
"2020-11-16",24,37,605
"2020-11-16",24,26,3414
"2020-11-16",24,46,170
"2020-11-16",24,9,2145
"2020-11-16",24,45,1267
"2020-11-16",24,28,7231
"2020-11-16",24,17,4854
"2020-11-16",24,43,224
"2020-11-16",24,35,622
"2020-11-16",24,36,809
"2020-11-16",24,38,212
"2020-11-16",24,23,699
"2020-11-16",24,24,1926
"2020-11-16",24,25,1988
"2020-11-16",24,19,1145
"2020-11-16",24,27,1868
"2020-11-16",24,18,1460
"2020-11-16",24,16,575
"2020-11-16",24,32,603
"2020-11-16",24,29,1869
"2020-11-16",24,33,3420
"2020-11-16",24,21,883
"2020-11-16",24,31,1999
"2021-04-17",43,21,961
"2021-04-17",43,18,1088
"2021-04-17",43,14,2066
"2021-04-17",43,8,1414
"2021-04-17",43,31,1324
"2021-04-17",43,19,1288
"2021-04-17",43,16,1137
"2021-04-17",43,17,2326
"2021-04-17",43,5,4030
"2021-04-17",43,9,1499
"2021-04-17",43,33,2138
"2021-04-17",43,35,140
"2021-04-17",43,13,6735
"2021-04-17",43,46,165
"2021-04-17",43,27,1089
"2021-04-17",43,28,5675
"2021-04-17",43,29,1784
"2021-04-17",43,23,494
"2021-04-17",43,32,472
"2021-04-17",43,24,1151
"2021-04-17",43,25,1737
"2021-04-17",43,42,268
"2021-04-17",43,6,22
"2021-04-17",43,26,2921
"2021-04-17",43,36,593
"2021-04-17",43,37,399
"2021-04-17",43,45,852
"2021-04-17",43,38,221
"2021-04-17",43,41,423
"2021-04-18",43,17,1499
"2021-04-18",43,14,1331
"2021-04-18",43,16,785
"2021-04-18",43,8,865
"2021-04-18",43,9,1311
"2021-04-18",43,13,4740
"2021-04-18",43,6,18
"2021-04-18",43,31,487
"2021-04-18",43,32,168
"2021-04-18",43,18,671
"2021-04-18",43,29,1154
"2021-04-18",43,5,1867
"2021-04-18",43,26,1609
"2021-04-18",43,27,239
"2021-04-18",43,19,815
"2021-04-18",43,37,175
"2021-04-18",43,38,127
"2021-04-18",43,41,185
"2021-04-18",43,28,3740
"2021-04-18",43,45,754
"2021-04-18",43,23,191
"2021-04-18",43,24,223
"2021-04-18",43,42,227
"2021-04-18",43,25,891
"2021-04-18",43,21,466
"2021-04-18",43,35,117
"2021-04-18",43,36,298
"2021-04-18",43,46,78
"2021-04-18",43,33,1055
"2021-04-19",14,45,1182
"2021-04-19",14,31,2213
"2021-04-19",14,24,2024
"2021-04-19",14,38,258
"2021-04-19",14,32,596
"2021-04-19",14,36,931
"2021-04-19",14,37,586
"2021-04-19",14,16,637
"2021-04-19",14,18,1497
"2021-04-19",14,19,1348
"2021-04-19",14,25,2171
"2021-04-19",14,26,3570
"2021-04-19",14,27,2073
"2021-04-19",14,28,8167
"2021-04-19",14,29,1984
"2021-04-19",14,33,3736
"2021-04-19",14,35,621
"2021-04-19",14,40,1527
"2021-04-19",14,42,284
"2021-04-19",14,43,212
"2021-04-19",14,13,8137
"2021-04-19",14,17,5254
"2021-04-19",14,9,2321
"2021-04-19",14,21,1030
"2021-04-19",14,23,685
"2021-04-19",14,46,155
"2021-04-19",14,14,3056
"2021-04-19",14,41,814
"2021-04-19",14,5,5975
"2021-04-19",14,6,40
"2021-04-19",14,8,1673
"2021-04-20",25,5,5972
"2021-04-20",25,8,1663
"2021-04-20",25,9,2368
"2021-04-20",25,46,193
"2021-04-20",25,6,39
"2021-04-20",25,36,920
"2021-04-20",25,37,653
"2021-04-20",25,40,1558
"2021-04-20",25,35,589
"2021-04-20",25,42,230
"2021-04-20",25,43,241
"2021-04-20",25,45,1215
"2021-04-20",25,41,817
"2021-04-20",25,16,591
"2021-04-20",25,26,3743
"2021-04-20",25,13,8105
"2021-04-20",25,25,2316
"2021-04-20",25,19,1364
"2021-04-20",25,33,3631
"2021-04-20",25,17,5325
"2021-04-20",25,38,213
"2021-04-20",25,14,3125
"2021-04-20",25,21,913
"2021-04-20",25,23,742
"2021-04-20",25,24,2253
"2021-04-20",25,18,1595
"2021-04-20",25,32,574
"2021-04-20",25,31,2290
"2021-04-20",25,27,2159
"2021-04-20",25,28,8463
"2021-04-20",25,29,2078
"2021-04-21",13,6,44
"2021-04-21",13,17,5359
"2021-04-21",13,5,6037
"2021-04-21",13,25,2371
"2021-04-21",13,14,3184
"2021-04-21",13,21,1059
"2021-04-21",13,23,697
"2021-04-21",13,18,1555
"2021-04-21",13,19,1348
"2021-04-21",13,8,1642
"2021-04-21",13,16,652
"2021-04-21",13,24,2074
"2021-04-21",13,37,668
"2021-04-21",13,28,8171
"2021-04-21",13,46,182
"2021-04-21",13,29,1947
"2021-04-21",13,31,2094
"2021-04-21",13,32,613
"2021-04-21",13,33,3696
"2021-04-21",13,35,638
"2021-04-21",13,36,970
"2021-04-21",13,27,2229
"2021-04-21",13,43,242
"2021-04-21",13,9,2284
"2021-04-21",13,13,8201
"2021-04-21",13,26,3849
"2021-04-21",13,40,1515
"2021-04-21",13,45,1216
"2021-04-21",13,42,283
"2021-04-21",13,38,237
"2021-04-21",13,41,867
"2021-04-22",15,18,1550
"2021-04-22",15,27,2134
"2021-04-22",15,8,1658
"2021-04-22",15,19,1424
"2021-04-22",15,14,3209
"2021-04-22",15,16,619
"2021-04-22",15,32,662
"2021-04-22",15,9,2330
"2021-04-22",15,35,605
"2021-04-22",15,21,917
"2021-04-22",15,5,6120
"2021-04-22",15,17,5366
"2021-04-22",15,28,8468
"2021-04-22",15,29,2001
"2021-04-22",15,31,2292
"2021-04-22",15,6,52
"2021-04-22",15,33,3718
"2021-04-22",15,45,1131
"2021-04-22",15,46,162
"2021-04-22",15,13,8409
"2021-04-22",15,25,2442
"2021-04-22",15,26,3807
"2021-04-22",15,37,639
"2021-04-22",15,41,819
"2021-04-22",15,42,279
"2021-04-22",15,38,233
"2021-04-22",15,40,1540
"2021-04-22",15,23,669
"2021-04-22",15,43,285
"2021-04-22",15,36,970
"2021-04-22",15,24,2107
"2021-04-23",12,18,1688
"2021-04-23",12,35,622
"2021-04-23",12,42,345
"2021-04-23",12,33,3759
"2021-04-23",12,41,869
"2021-04-23",12,17,5281
"2021-04-23",12,19,1529
"2021-04-23",12,24,2075
"2021-04-23",12,25,2640
"2021-04-23",12,26,3878
"2021-04-23",12,29,2289
"2021-04-23",12,28,8857
"2021-04-23",12,31,2314
"2021-04-23",12,32,676
"2021-04-23",12,36,997
"2021-04-23",12,37,642
"2021-04-23",12,40,1593
"2021-04-23",12,16,882
"2021-04-23",12,14,3370
"2021-04-23",12,13,8896
"2021-04-23",12,21,1206
"2021-04-23",12,23,685
"2021-04-23",12,43,235
"2021-04-23",12,45,1322
"2021-04-23",12,46,193
"2021-04-23",12,38,274
"2021-04-23",12,8,1890
"2021-04-23",12,9,2530
"2021-04-23",12,5,6294
"2021-04-23",12,27,2104
"2021-04-23",12,6,68
"2021-04-24",13,46,163
"2021-04-24",13,32,494
"2021-04-24",13,5,4399
"2021-04-24",13,6,63
"2021-04-24",13,37,409
"2021-04-24",13,38,218
"2021-04-24",13,33,2068
"2021-04-24",13,35,176
"2021-04-24",13,45,927
"2021-04-24",13,23,511
"2021-04-24",13,13,6980
"2021-04-24",13,42,340
"2021-04-24",13,8,1483
"2021-04-24",13,9,1863
"2021-04-24",13,17,2240
"2021-04-24",13,31,1260
"2021-04-24",13,14,2328
"2021-04-24",13,36,602
"2021-04-24",13,26,3102
"2021-04-24",13,18,1184
"2021-04-24",13,41,549
"2021-04-24",13,21,978
"2021-04-24",13,16,1133
"2021-04-24",13,29,1864
"2021-04-24",13,24,1105
"2021-04-24",13,25,1576
"2021-04-24",13,28,5538
"2021-04-24",13,19,1314
"2021-04-24",13,27,1060
"2021-04-25",46,6,25
"2021-04-25",46,25,648
"2021-04-25",46,5,1961
"2021-04-25",46,18,633
"2021-04-25",46,17,1603
"2021-04-25",46,23,179
"2021-04-25",46,24,311
"2021-04-25",46,19,719
"2021-04-25",46,8,784
"2021-04-25",46,14,1210
"2021-04-25",46,16,646
"2021-04-25",46,37,153
"2021-04-25",46,28,3870
"2021-04-25",46,42,214
"2021-04-25",46,45,728
"2021-04-25",46,46,72
"2021-04-25",46,32,166
"2021-04-25",46,21,431
"2021-04-25",46,35,126
"2021-04-25",46,36,329
"2021-04-25",46,27,222
"2021-04-25",46,38,157
"2021-04-25",46,9,1235
"2021-04-25",46,13,4317
"2021-04-25",46,31,467
"2021-04-25",46,41,199
"2021-04-25",46,29,980
"2021-04-25",46,26,1412
"2021-04-25",46,33,962
"2021-04-26",26,9,2221
"2021-04-26",26,6,42
"2021-04-26",26,8,1645
"2021-04-26",26,26,3869
"2021-04-26",26,36,963
"2021-04-26",26,27,2199
"2021-04-26",26,13,8257
"2021-04-26",26,25,2453
"2021-04-26",26,17,5554
"2021-04-26",26,18,1536
"2021-04-26",26,29,2051
"2021-04-26",26,19,1328
"2021-04-26",26,5,6209
"2021-04-26",26,21,1072
"2021-04-26",26,23,663
"2021-04-26",26,24,2151
"2021-04-26",26,35,625
"2021-04-26",26,16,630
"2021-04-26",26,37,675
"2021-04-26",26,38,210
"2021-04-26",26,14,3053
"2021-04-26",26,40,1585
"2021-04-26",26,28,8503
"2021-04-26",26,46,197
"2021-04-26",26,45,1244
"2021-04-26",26,31,2110
"2021-04-26",26,32,667
"2021-04-26",26,33,4041
"2021-04-26",26,41,902
"2021-04-26",26,42,293
"2021-04-26",26,43,274
"2021-04-27",26,27,2287
"2021-04-27",26,36,927
"2021-04-27",26,24,2304
"2021-04-27",26,25,2427
"2021-04-27",26,26,3903
"2021-04-27",26,28,9074
"2021-04-27",26,9,2407
"2021-04-27",26,13,8225
"2021-04-27",26,17,5707
"2021-04-27",26,18,1497
"2021-04-27",26,19,1383
"2021-04-27",26,21,983
"2021-04-27",26,23,701
"2021-04-27",26,41,931
"2021-04-27",26,42,291
"2021-04-27",26,29,2055
"2021-04-27",26,31,2278
"2021-04-27",26,33,4089
"2021-04-27",26,35,656
"2021-04-27",26,8,1663
"2021-04-27",26,45,1300
"2021-04-27",26,14,3144
"2021-04-27",26,16,606
"2021-04-27",26,37,752
"2021-04-27",26,38,255
"2021-04-27",26,40,1670
"2021-04-27",26,32,615
"2021-04-27",26,46,202
"2021-04-27",26,43,302
"2021-04-27",26,5,6635
"2021-04-27",26,6,44
"2021-04-28",25,37,664
"2021-04-28",25,38,263
"2021-04-28",25,40,1608
"2021-04-28",25,36,970
"2021-04-28",25,45,1167
"2021-04-28",25,31,2103
"2021-04-28",25,32,567
"2021-04-28",25,27,2159
"2021-04-28",25,35,645
"2021-04-28",25,13,8167
"2021-04-28",25,14,3272
"2021-04-28",25,33,3985
"2021-04-28",25,41,925
"2021-04-28",25,42,270
"2021-04-28",25,46,192
"2021-04-28",25,16,611
"2021-04-28",25,24,2221
"2021-04-28",25,28,8741
"2021-04-28",25,29,1964
"2021-04-28",25,6,47
"2021-04-28",25,8,1623
"2021-04-28",25,9,2109
"2021-04-28",25,18,1516
"2021-04-28",25,43,293
"2021-04-28",25,26,3771
"2021-04-28",25,17,5464
"2021-04-28",25,25,2237
"2021-04-28",25,5,6412
"2021-04-28",25,19,1314
"2021-04-28",25,23,702
"2021-04-28",25,21,943
"2021-04-29",26,14,3177
"2021-04-29",26,16,670
"2021-04-29",26,8,1803
"2021-04-29",26,45,1340
"2021-04-29",26,13,8683
"2021-04-29",26,6,65
"2021-04-29",26,28,9685
"2021-04-29",26,9,2575
"2021-04-29",26,17,5921
"2021-04-29",26,27,2362
"2021-04-29",26,18,1722
"2021-04-29",26,29,2291
"2021-04-29",26,5,7182
"2021-04-29",26,38,244
"2021-04-29",26,41,932
"2021-04-29",26,42,298
"2021-04-29",26,43,313
"2021-04-29",26,46,195
"2021-04-29",26,32,690
"2021-04-29",26,33,4139
"2021-04-29",26,19,1362
"2021-04-29",26,31,2332
"2021-04-29",26,37,729
"2021-04-29",26,40,1755
"2021-04-29",26,24,2325
"2021-04-29",26,36,993
"2021-04-29",26,26,4292
"2021-04-29",26,21,1140
"2021-04-29",26,23,713
"2021-04-29",26,25,2560
"2021-04-29",26,35,654
"2021-04-30",26,24,2210
"2021-04-30",26,6,51
"2021-04-30",26,25,2561
"2021-04-30",26,5,7072
"2021-04-30",26,23,747
"2021-04-30",26,29,2206
"2021-04-30",26,16,758
"2021-04-30",26,8,1787
"2021-04-30",26,9,2648
"2021-04-30",26,14,3367
"2021-04-30",26,18,1768
"2021-04-30",26,19,1406
"2021-04-30",26,21,1188
"2021-04-30",26,28,9424
"2021-04-30",26,13,8963
"2021-04-30",26,31,2249
"2021-04-30",26,32,642
"2021-04-30",26,33,4186
"2021-04-30",26,46,185
"2021-04-30",26,36,960
"2021-04-30",26,37,682
"2021-04-30",26,17,5653
"2021-04-30",26,43,288
"2021-04-30",26,38,254
"2021-04-30",26,26,4258
"2021-04-30",26,27,2250
"2021-04-30",26,35,606
"2021-04-30",26,42,332
"2021-04-30",26,40,1533
"2021-04-30",26,45,1521
"2021-04-30",26,41,920
"2021-05-01",24,26,1649
"2021-05-01",24,19,923
"2021-05-01",24,23,199
"2021-05-01",24,27,296
"2021-05-01",24,28,4478
"2021-05-01",24,32,194
"2021-05-01",24,33,1345
"2021-05-01",24,14,1458
"2021-05-01",24,21,373
"2021-05-01",24,9,1396
"2021-05-01",24,13,5128
"2021-05-01",24,41,278
"2021-05-01",24,16,545
"2021-05-01",24,17,2204
"2021-05-01",24,18,670
"2021-05-01",24,45,590
"2021-05-01",24,24,302
"2021-05-01",24,29,1294
"2021-05-01",24,31,511
"2021-05-01",24,6,12
"2021-05-01",24,8,989
"2021-05-01",24,36,308
"2021-05-01",24,5,2654
"2021-05-01",24,38,135
"2021-05-01",24,46,114
"2021-05-01",24,42,229
"2021-05-01",24,37,169
"2021-05-01",24,35,99
"2021-05-01",24,25,1124
"2021-05-02",43,37,174
"2021-05-02",43,21,470
"2021-05-02",43,42,324
"2021-05-02",43,46,104
"2021-05-02",43,29,1260
"2021-05-02",43,32,169
"2021-05-02",43,27,212
"2021-05-02",43,28,4948
"2021-05-02",43,36,289
"2021-05-02",43,16,657
"2021-05-02",43,33,1168
"2021-05-02",43,35,125
"2021-05-02",43,45,805
"2021-05-02",43,6,15
